n_Length,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_AtSign,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent,n_redirection,label
61,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,2,1,1,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
29,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,2,1,3,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
53,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,2,1,2,7,2,2,0,1,0,0,0,0,0,0,0,0,1,0,1
45,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193,3,0,1,4,1,3,0,2,0,0,0,0,0,0,0,0,0,1,1
105,4,0,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,2,1,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
166,6,5,1,7,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1
52,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,4,2,1,8,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
79,5,1,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
39,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221,4,0,1,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
191,4,2,0,7,2,5,0,4,0,0,0,1,1,0,0,0,0,0,1
86,2,1,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1
37,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,3,1,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
77,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,1,0,0,6,0,4,0,3,0,0,0,0,1,0,0,0,7,0,1
24,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,2,2,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
99,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,3,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
35,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
113,2,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
121,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,2,3,0,8,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1
56,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
175,6,4,0,7,1,2,1,1,0,0,0,0,0,0,1,0,1,0,1
86,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,1,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
155,5,4,0,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
32,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,3,0,1,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
80,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
35,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,2,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
177,3,1,0,4,1,7,0,6,0,0,0,0,0,0,0,0,0,0,1
28,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,5,5,0,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
29,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
65,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
23,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257,2,2,2,8,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,2,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
89,2,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
48,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,3,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
91,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,3,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
53,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,3,0,1,11,1,4,0,3,0,0,0,0,0,0,0,0,0,0,1
88,4,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
87,8,1,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
53,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
427,3,13,5,7,1,5,0,4,0,0,0,0,0,0,0,0,0,2,1
126,2,10,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221,2,1,1,5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
59,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,3,5,6,9,1,5,0,4,0,0,0,0,0,0,0,0,11,1,1
62,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,1,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,2,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1277,12,0,6,35,6,18,0,12,0,0,0,0,0,0,0,0,0,0,1
45,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
88,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,5,4,0,4,1,5,0,5,0,0,0,0,0,0,0,0,2,0,1
47,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
50,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,2,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,1,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
86,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,2,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
99,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,2,2,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,4,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
115,2,1,1,5,1,3,0,2,0,0,0,0,0,0,0,4,0,0,1
165,7,6,0,7,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1
29,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
83,6,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
56,4,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
107,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
132,2,2,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
55,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,3,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
256,3,4,4,10,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
38,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,2,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
59,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
186,7,1,3,5,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
36,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,2,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
38,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,4,3,0,3,1,2,0,1,0,0,0,0,0,0,0,0,5,0,1
72,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,2,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
73,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,13,2,2,8,0,2,0,2,0,0,2,0,0,0,0,0,0,0,1
123,2,2,0,6,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1
39,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,1,2,0,9,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
130,4,4,3,6,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
237,18,2,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253,1,29,0,5,1,2,0,2,0,0,0,0,0,0,0,0,2,0,1
98,4,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
46,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,3,5,4,7,1,5,0,4,0,0,0,0,0,0,0,0,7,0,1
202,2,2,1,5,1,3,0,2,0,0,0,0,0,0,0,0,0,1,1
183,3,11,0,5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
163,1,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
56,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,3,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
260,3,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,2,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
89,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,2,2,0,6,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1
56,3,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
70,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,5,4,0,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
84,3,1,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,3,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
473,3,13,3,7,1,5,0,4,0,0,0,0,0,0,0,0,0,2,1
34,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,3,0,1,5,1,3,0,2,0,0,0,0,0,0,0,0,0,1,1
121,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,2,1,0,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1
38,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
288,3,2,6,7,1,4,0,3,0,0,0,0,0,0,0,0,9,0,1
61,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,2,1,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
64,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,2,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
114,3,1,0,3,1,3,0,2,2,0,0,0,0,0,0,0,1,1,1
41,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,2,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
174,1,9,0,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1
47,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
208,3,2,0,8,1,5,1,2,0,0,0,0,0,0,0,0,0,0,1
283,6,3,1,10,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1
132,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,2,0,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
179,5,4,0,7,1,2,0,1,0,4,0,0,0,0,0,0,3,0,1
41,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
32,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,2,0,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
37,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
54,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,2,0,1,11,1,3,0,2,0,0,0,0,0,0,0,0,4,0,1
439,3,13,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
58,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
43,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,3,0,0,3,1,3,0,2,2,0,0,0,0,0,0,0,0,1,1
26,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,3,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,2,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
32,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
59,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,2,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
192,1,20,0,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1
186,7,1,3,4,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1
72,3,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
43,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
66,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,2,0,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
24,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
84,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,1,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
77,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,2,1,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
41,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,2,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
122,6,1,0,5,0,0,1,0,0,0,0,0,0,0,1,0,6,0,1
20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,3,1,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1
101,3,1,1,8,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
51,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,4,1,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1
83,3,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
25,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,1,12,0,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1
94,3,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1
21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,3,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
61,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
145,5,1,0,6,2,5,0,3,0,0,0,0,0,0,0,0,0,0,1
140,4,1,0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
76,3,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
57,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
277,3,1,4,7,1,4,0,3,0,0,0,0,0,0,0,0,8,0,1
71,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
50,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,2,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
36,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255,3,4,4,10,1,3,0,2,0,0,0,0,0,0,0,0,0,1,1
35,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
263,5,0,1,10,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
66,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,4,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
64,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221,4,0,1,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
78,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
